                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.0293,                  1.293,                 1.3503,                0.76339,                0.67509,                0.75959,                0.54773,                 1.0153,                0.98771,                 1.3067,              0.0082576,              0.0082576,              0.0082576
                     90,                 1.0313,                 1.2846,                   1.35,                0.76376,                0.67522,                0.75996,                0.54806,                 1.0148,                0.98616,                  1.306,              0.0082378,              0.0082378,              0.0082378
                     91,                 1.0267,                 1.2859,                 1.3469,                0.76411,                0.67623,                0.76092,                 0.5486,                 1.0143,                0.98455,                 1.3053,               0.008218,               0.008218,               0.008218
                     92,                 1.0251,                 1.2802,                 1.3493,                0.76804,                0.67471,                0.76119,                0.54928,                  1.014,                0.98306,                 1.3049,              0.0081982,              0.0081982,              0.0081982
                     93,                 1.0284,                  1.275,                 1.3448,                0.76542,                0.67744,                0.76187,                0.54932,                 1.0136,                0.98131,                 1.3043,              0.0081784,              0.0081784,              0.0081784
                     94,                 1.0234,                 1.2784,                 1.3474,                 0.7658,                0.67885,                0.76182,                0.55004,                 1.0131,                0.97982,                 1.3035,              0.0081586,              0.0081586,              0.0081586
                     95,                 1.0261,                 1.2719,                 1.3424,                0.76503,                 0.6794,                0.76227,                0.55074,                 1.0123,                0.97855,                 1.3026,              0.0081388,              0.0081388,              0.0081388
                     96,                 1.0202,                 1.2678,                 1.3417,                0.76461,                0.68028,                0.76289,                0.55108,                 1.0118,                0.97688,                 1.3018,               0.008119,               0.008119,               0.008119
                     97,                 1.0206,                 1.2568,                  1.341,                0.76557,                0.68117,                  0.763,                0.55184,                 1.0111,                0.97541,                  1.301,              0.0080992,              0.0080992,              0.0080992
                     98,                 1.0193,                 1.2553,                  1.341,                 0.7664,                 0.6809,                0.76325,                0.55211,                 1.0106,                0.97419,                 1.3002,              0.0080794,              0.0080794,              0.0080794
                     99,                 1.0207,                 1.2589,                 1.3397,                0.76697,                0.68208,                0.76365,                 0.5526,                 1.0101,                0.97277,                 1.2995,              0.0080596,              0.0080596,              0.0080596
                    100,                 1.0156,                 1.2515,                 1.3367,                0.76537,                0.68473,                0.76424,                0.55292,                 1.0099,                0.97118,                  1.299,              0.0080398,              0.0080398,              0.0080398
                    101,                  1.017,                 1.2528,                 1.3365,                0.76734,                0.68237,                0.76466,                0.55361,                 1.0091,                0.97018,                 1.2981,                0.00802,                0.00802,                0.00802
                    102,                 1.0073,                 1.2481,                 1.3317,                0.76791,                0.68315,                0.76481,                0.55408,                 1.0085,                0.96896,                 1.2972,              0.0080002,              0.0080002,              0.0080002
                    103,                  1.017,                 1.2534,                 1.3374,                0.77062,                0.68249,                0.76533,                0.55445,                 1.0078,                0.96758,                 1.2965,              0.0079804,              0.0079804,              0.0079804
                    104,                 1.0133,                 1.2524,                 1.3379,                0.76964,                0.68564,                0.76553,                0.55474,                 1.0074,                0.96606,                 1.2958,              0.0079606,              0.0079606,              0.0079606
                    105,                 1.0098,                 1.2399,                 1.3323,                0.77192,                0.68537,                0.76604,                0.55512,                  1.007,                0.96465,                 1.2954,              0.0079408,              0.0079408,              0.0079408
                    106,                 1.0062,                 1.2366,                 1.3283,                 0.7743,                0.68489,                0.76646,                0.55585,                 1.0062,                0.96354,                 1.2946,               0.007921,               0.007921,               0.007921
                    107,                  1.009,                 1.2408,                 1.3326,                 0.7746,                0.68483,                0.76702,                0.55632,                 1.0058,                0.96226,                 1.2942,              0.0079012,              0.0079012,              0.0079012
                    108,                 1.0077,                   1.23,                 1.3283,                 0.7748,                0.68507,                0.76749,                0.55682,                 1.0054,                0.96081,                 1.2936,              0.0078814,              0.0078814,              0.0078814
                    109,                 1.0094,                 1.2354,                 1.3338,                0.77781,                0.68347,                 0.7681,                0.55739,                 1.0049,                0.95881,                 1.2929,              0.0078616,              0.0078616,              0.0078616
                    110,                 1.0067,                 1.2288,                 1.3316,                0.77754,                0.68318,                0.76869,                 0.5579,                 1.0044,                0.95724,                 1.2924,              0.0078418,              0.0078418,              0.0078418
                    111,                 1.0033,                 1.2236,                 1.3267,                 0.7781,                0.68298,                0.76919,                0.55819,                  1.004,                0.95573,                  1.292,               0.007822,               0.007822,               0.007822
                    112,                  1.008,                  1.225,                 1.3277,                0.77694,                0.68466,                0.77003,                0.55894,                 1.0035,                0.95423,                 1.2914,              0.0078022,              0.0078022,              0.0078022
                    113,                 1.0017,                 1.2224,                 1.3228,                0.77814,                0.68484,                0.76998,                0.55909,                 1.0031,                0.95263,                 1.2907,              0.0077824,              0.0077824,              0.0077824
                    114,                 1.0056,                 1.2203,                 1.3264,                0.77902,                0.68428,                0.77042,                0.55947,                 1.0025,                0.95128,                 1.2898,              0.0077626,              0.0077626,              0.0077626
                    115,                 1.0022,                 1.2227,                 1.3213,                 0.7804,                0.68315,                0.77089,                0.56042,                 1.0019,                0.94979,                 1.2893,              0.0077428,              0.0077428,              0.0077428
                    116,                 1.0021,                 1.2174,                 1.3242,                 0.7816,                 0.6837,                0.77152,                0.56073,                 1.0014,                0.94814,                 1.2885,               0.007723,               0.007723,               0.007723
                    117,                 1.0018,                 1.2127,                 1.3224,                0.78537,                0.68171,                0.77195,                0.56095,                 1.0011,                0.94687,                 1.2879,              0.0077032,              0.0077032,              0.0077032
                    118,                 1.0048,                 1.2136,                   1.32,                0.78555,                0.68057,                0.77226,                0.56151,                 1.0005,                0.94577,                 1.2872,              0.0076834,              0.0076834,              0.0076834
                    119,                0.99769,                 1.2199,                 1.3197,                0.78675,                0.67918,                 0.7722,                0.56209,                 1.0001,                0.94448,                 1.2864,              0.0076636,              0.0076636,              0.0076636
                    120,                0.99835,                 1.2095,                 1.3193,                0.78634,                0.67964,                 0.7726,                0.56264,                0.99966,                0.94335,                 1.2858,              0.0076438,              0.0076438,              0.0076438
                    121,                0.99696,                 1.2032,                 1.3197,                0.78958,                0.67828,                0.77371,                0.56282,                0.99901,                0.94246,                 1.2851,               0.007624,               0.007624,               0.007624
                    122,                0.99669,                 1.2029,                 1.3168,                0.78885,                0.67911,                0.77396,                0.56343,                0.99845,                0.94091,                 1.2844,              0.0076042,              0.0076042,              0.0076042
