                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.99645,                 1.2257,                 1.3502,                0.77154,                0.68803,                0.77248,                0.56397,                 1.0093,                0.95779,                  1.332,              0.0080794,              0.0080794,              0.0080794
                     99,                 1.0183,                 1.2208,                 1.3588,                0.77428,                0.68703,                0.77262,                0.56436,                 1.0087,                0.95631,                 1.3313,              0.0080596,              0.0080596,              0.0080596
                    100,                 1.0031,                 1.2063,                 1.3536,                0.77808,                0.68519,                0.77309,                0.56532,                 1.0082,                0.95481,                 1.3305,              0.0080398,              0.0080398,              0.0080398
                    101,                 1.0073,                 1.2328,                 1.3605,                 0.7828,                0.68162,                 0.7736,                0.56558,                 1.0079,                0.95326,                 1.3298,                0.00802,                0.00802,                0.00802
                    102,                 1.0042,                  1.219,                  1.356,                0.78286,                0.68319,                  0.774,                0.56615,                 1.0075,                0.95158,                 1.3292,              0.0080002,              0.0080002,              0.0080002
                    103,                 1.0015,                 1.2023,                 1.3531,                0.78394,                0.68346,                0.77439,                0.56661,                 1.0072,                0.95028,                 1.3285,              0.0079804,              0.0079804,              0.0079804
                    104,                0.99389,                 1.2038,                 1.3434,                0.78275,                0.68478,                0.77525,                 0.5673,                 1.0069,                0.94865,                  1.328,              0.0079606,              0.0079606,              0.0079606
                    105,                 1.0001,                 1.2024,                 1.3509,                0.78616,                0.68356,                0.77567,                0.56734,                 1.0064,                0.94702,                 1.3272,              0.0079408,              0.0079408,              0.0079408
                    106,                 1.0029,                 1.2098,                 1.3512,                0.78543,                0.68479,                0.77633,                0.56811,                 1.0061,                0.94552,                 1.3265,               0.007921,               0.007921,               0.007921
                    107,                0.99434,                 1.2002,                 1.3446,                0.78212,                0.68624,                 0.7766,                0.56853,                 1.0056,                 0.9439,                 1.3259,              0.0079012,              0.0079012,              0.0079012
                    108,                0.99515,                 1.2024,                 1.3474,                0.78283,                0.68773,                0.77704,                0.56912,                 1.0051,                0.94268,                 1.3253,              0.0078814,              0.0078814,              0.0078814
                    109,                 1.0017,                 1.1869,                 1.3466,                0.78149,                 0.6906,                0.77739,                0.56951,                 1.0045,                0.94145,                 1.3245,              0.0078616,              0.0078616,              0.0078616
                    110,                0.99982,                 1.1966,                 1.3486,                0.78244,                0.69172,                0.77798,                0.57022,                 1.0042,                0.94017,                 1.3239,              0.0078418,              0.0078418,              0.0078418
                    111,                  0.993,                 1.1804,                 1.3429,                0.78324,                0.69199,                0.77811,                0.57063,                 1.0038,                0.93904,                 1.3234,               0.007822,               0.007822,               0.007822
                    112,                 1.0005,                 1.1891,                 1.3467,                0.77694,                0.69802,                0.77841,                0.57105,                 1.0034,                0.93748,                 1.3228,              0.0078022,              0.0078022,              0.0078022
                    113,                 1.0041,                 1.1934,                 1.3453,                0.77773,                 0.6975,                0.77897,                 0.5716,                 1.0031,                0.93633,                 1.3222,              0.0077824,              0.0077824,              0.0077824
                    114,                0.98936,                 1.1722,                 1.3344,                0.78258,                0.69414,                0.77937,                0.57178,                 1.0027,                 0.9354,                 1.3215,              0.0077626,              0.0077626,              0.0077626
