                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 1.0242,                 1.3149,                 1.3859,                0.75732,                0.68556,                0.76255,                0.55835,                 0.9764,                 0.9889,                 1.3179,              0.0085744,              0.0085744,              0.0085744
                     74,                 1.0249,                 1.3159,                 1.3864,                0.75465,                0.68848,                0.76311,                0.55878,                0.97556,                0.98742,                 1.3168,              0.0085546,              0.0085546,              0.0085546
                     75,                   1.02,                 1.3077,                 1.3831,                0.75704,                 0.6861,                0.76352,                 0.5596,                0.97503,                0.98567,                 1.3158,              0.0085348,              0.0085348,              0.0085348
                     76,                 1.0219,                 1.3056,                 1.3812,                0.75721,                0.68693,                0.76424,                0.56012,                0.97429,                0.98349,                 1.3147,               0.008515,               0.008515,               0.008515
                     77,                 1.0169,                 1.2964,                 1.3789,                0.76178,                0.68604,                0.76476,                0.56058,                0.97351,                0.98142,                 1.3136,              0.0084952,              0.0084952,              0.0084952
                     78,                 1.0175,                 1.3047,                 1.3804,                0.76263,                0.68523,                0.76528,                 0.5613,                0.97315,                0.97971,                 1.3129,              0.0084754,              0.0084754,              0.0084754
                     79,                 1.0137,                 1.2893,                 1.3763,                0.76136,                0.68682,                0.76572,                0.56169,                0.97247,                0.97806,                 1.3118,              0.0084556,              0.0084556,              0.0084556
                     80,                  1.016,                 1.2997,                 1.3745,                0.76088,                0.68784,                0.76625,                0.56257,                0.97163,                  0.976,                 1.3108,              0.0084358,              0.0084358,              0.0084358
                     81,                 1.0146,                 1.2906,                 1.3736,                0.76108,                0.68859,                0.76653,                 0.5631,                0.97096,                0.97439,                   1.31,               0.008416,               0.008416,               0.008416
                     82,                 1.0114,                 1.2854,                 1.3727,                 0.7604,                0.68951,                0.76672,                0.56358,                0.97036,                0.97294,                  1.309,              0.0083962,              0.0083962,              0.0083962
                     83,                 1.0119,                 1.2845,                  1.372,                0.76026,                0.69069,                0.76748,                  0.564,                0.96964,                0.97138,                 1.3082,              0.0083764,              0.0083764,              0.0083764
                     84,                 1.0064,                 1.2751,                  1.367,                0.75919,                0.69153,                0.76806,                0.56479,                0.96905,                0.96995,                 1.3076,              0.0083566,              0.0083566,              0.0083566
                     85,                 1.0111,                 1.2773,                 1.3714,                0.76003,                0.69179,                0.76855,                 0.5655,                0.96837,                0.96818,                 1.3066,              0.0083368,              0.0083368,              0.0083368
                     86,                 1.0032,                 1.2706,                 1.3617,                0.76427,                0.68945,                0.76919,                0.56614,                0.96791,                 0.9663,                 1.3058,               0.008317,               0.008317,               0.008317
                     87,                 1.0025,                 1.2683,                 1.3645,                0.75994,                0.69296,                0.76961,                0.56707,                0.96711,                0.96485,                 1.3051,              0.0082972,              0.0082972,              0.0082972
                     88,                 1.0068,                 1.2672,                 1.3651,                0.76078,                0.69345,                0.77021,                0.56762,                 0.9667,                0.96361,                 1.3044,              0.0082774,              0.0082774,              0.0082774
                     89,                 1.0012,                 1.2612,                 1.3592,                0.76246,                0.69297,                0.77051,                0.56803,                0.96579,                0.96202,                 1.3032,              0.0082576,              0.0082576,              0.0082576
                     90,                 1.0037,                 1.2599,                 1.3613,                0.76241,                0.69333,                 0.7708,                0.56855,                0.96537,                0.96054,                 1.3025,              0.0082378,              0.0082378,              0.0082378
                     91,                 1.0007,                 1.2601,                 1.3586,                0.76336,                0.69315,                0.77143,                0.56908,                0.96484,                0.95932,                 1.3015,               0.008218,               0.008218,               0.008218
                     92,                0.99744,                 1.2488,                  1.357,                0.75981,                0.69699,                0.77173,                0.56959,                0.96432,                0.95811,                 1.3007,              0.0081982,              0.0081982,              0.0081982
                     93,                 1.0001,                 1.2443,                 1.3568,                0.76494,                0.69473,                0.77209,                0.57019,                0.96371,                0.95661,                 1.2996,              0.0081784,              0.0081784,              0.0081784
                     94,                0.99837,                 1.2508,                 1.3577,                0.76575,                0.69513,                0.77279,                0.57083,                0.96306,                 0.9555,                 1.2986,              0.0081586,              0.0081586,              0.0081586
                     95,                0.99856,                 1.2462,                 1.3522,                0.76817,                0.69315,                0.77328,                0.57149,                0.96266,                0.95415,                 1.2978,              0.0081388,              0.0081388,              0.0081388
                     96,                0.99338,                 1.2471,                 1.3526,                0.76622,                0.69579,                0.77384,                0.57253,                0.96229,                0.95286,                 1.2971,               0.008119,               0.008119,               0.008119
                     97,                0.99535,                 1.2359,                 1.3527,                0.76542,                0.69645,                0.77433,                0.57324,                0.96183,                0.95152,                 1.2965,              0.0080992,              0.0080992,              0.0080992
                     98,                0.99197,                 1.2312,                 1.3503,                0.76593,                0.69621,                0.77484,                0.57342,                0.96151,                0.95014,                 1.2956,              0.0080794,              0.0080794,              0.0080794
                     99,                0.99123,                 1.2316,                 1.3491,                0.76394,                0.69802,                0.77568,                0.57438,                0.96108,                0.94874,                 1.2948,              0.0080596,              0.0080596,              0.0080596
                    100,                0.98862,                 1.2282,                 1.3493,                0.77679,                0.68791,                0.77588,                0.57448,                0.96083,                0.94715,                 1.2941,              0.0080398,              0.0080398,              0.0080398
                    101,                0.98769,                 1.2291,                 1.3467,                0.77053,                0.69238,                0.77637,                0.57509,                0.96026,                0.94571,                 1.2934,                0.00802,                0.00802,                0.00802
                    102,                0.98321,                 1.2222,                 1.3465,                0.76563,                0.69666,                0.77712,                0.57535,                0.95976,                0.94427,                 1.2927,              0.0080002,              0.0080002,              0.0080002
                    103,                0.99126,                  1.227,                 1.3465,                0.76995,                0.69387,                0.77758,                0.57599,                0.95913,                0.94295,                 1.2918,              0.0079804,              0.0079804,              0.0079804
                    104,                0.98439,                 1.2224,                 1.3441,                0.76875,                0.69744,                0.77804,                0.57604,                0.95844,                0.94159,                  1.291,              0.0079606,              0.0079606,              0.0079606
                    105,                0.98185,                 1.2195,                  1.341,                0.76501,                0.70078,                0.77872,                 0.5769,                0.95812,                0.93981,                 1.2905,              0.0079408,              0.0079408,              0.0079408
                    106,                0.97878,                 1.2127,                 1.3349,                0.76821,                 0.6989,                0.77922,                0.57767,                0.95773,                0.93866,                 1.2899,               0.007921,               0.007921,               0.007921
                    107,                0.98061,                 1.2136,                 1.3431,                0.76969,                0.69837,                0.77964,                0.57784,                0.95703,                 0.9374,                  1.289,              0.0079012,              0.0079012,              0.0079012
                    108,                0.98274,                 1.2047,                 1.3411,                0.76909,                0.70109,                0.78023,                0.57852,                0.95654,                0.93606,                 1.2884,              0.0078814,              0.0078814,              0.0078814
                    109,                0.97823,                 1.2046,                 1.3401,                0.77531,                0.69886,                0.78071,                0.57898,                0.95609,                0.93429,                 1.2875,              0.0078616,              0.0078616,              0.0078616
                    110,                0.97991,                 1.2048,                 1.3385,                0.77407,                0.70163,                0.78121,                0.57921,                0.95547,                0.93267,                 1.2867,              0.0078418,              0.0078418,              0.0078418
                    111,                0.97823,                 1.2013,                 1.3357,                0.77069,                0.70398,                0.78127,                0.57963,                0.95489,                 0.9313,                 1.2859,               0.007822,               0.007822,               0.007822
                    112,                0.97974,                 1.1938,                 1.3368,                0.77248,                0.70366,                0.78186,                0.58012,                0.95429,                0.92991,                 1.2851,              0.0078022,              0.0078022,              0.0078022
                    113,                  0.973,                 1.1977,                 1.3327,                0.77148,                0.70432,                0.78201,                0.58083,                0.95379,                0.92854,                 1.2845,              0.0077824,              0.0077824,              0.0077824
                    114,                0.97817,                 1.1941,                 1.3348,                0.77184,                0.70328,                0.78247,                0.58147,                0.95321,                0.92671,                 1.2838,              0.0077626,              0.0077626,              0.0077626
                    115,                0.97378,                 1.1924,                 1.3271,                0.77252,                0.70326,                0.78286,                0.58153,                0.95249,                0.92507,                 1.2829,              0.0077428,              0.0077428,              0.0077428
                    116,                0.97146,                 1.1905,                 1.3309,                0.77344,                0.70451,                0.78339,                0.58211,                0.95204,                0.92363,                 1.2823,               0.007723,               0.007723,               0.007723
                    117,                0.97482,                 1.1872,                 1.3336,                0.77716,                0.70129,                0.78373,                0.58271,                0.95157,                0.92208,                 1.2816,              0.0077032,              0.0077032,              0.0077032
                    118,                0.97602,                 1.1896,                 1.3275,                0.77293,                0.70471,                0.78402,                0.58291,                0.95107,                0.92074,                 1.2807,              0.0076834,              0.0076834,              0.0076834
                    119,                0.97019,                 1.1901,                  1.328,                0.77435,                 0.7048,                0.78436,                0.58352,                0.95058,                0.91943,                 1.2801,              0.0076636,              0.0076636,              0.0076636
                    120,                0.97289,                 1.1883,                 1.3276,                0.77649,                0.70584,                0.78521,                0.58413,                0.95027,                0.91784,                 1.2794,              0.0076438,              0.0076438,              0.0076438
                    121,                0.97079,                 1.1836,                 1.3296,                0.77795,                0.70347,                0.78531,                0.58468,                0.94982,                0.91691,                 1.2787,               0.007624,               0.007624,               0.007624
                    122,                0.96688,                 1.1834,                 1.3273,                0.77731,                0.70224,                0.78558,                 0.5849,                0.94939,                0.91536,                 1.2779,              0.0076042,              0.0076042,              0.0076042
                    123,                0.96449,                 1.1801,                 1.3255,                0.77682,                0.70406,                0.78615,                0.58482,                0.94904,                0.91406,                 1.2771,              0.0075844,              0.0075844,              0.0075844
                    124,                0.96399,                 1.1753,                 1.3201,                0.77632,                0.70532,                0.78673,                0.58561,                0.94873,                  0.913,                 1.2765,              0.0075646,              0.0075646,              0.0075646
                    125,                0.96095,                 1.1723,                 1.3202,                0.77731,                0.70542,                0.78713,                0.58629,                0.94841,                0.91184,                 1.2759,              0.0075448,              0.0075448,              0.0075448
                    126,                 0.9675,                 1.1653,                 1.3221,                0.77885,                0.70592,                0.78751,                0.58699,                0.94782,                0.91067,                  1.275,               0.007525,               0.007525,               0.007525
                    127,                0.96463,                  1.171,                  1.322,                0.77768,                0.70634,                0.78802,                0.58747,                0.94733,                0.90947,                 1.2744,              0.0075052,              0.0075052,              0.0075052
                    128,                0.95536,                 1.1649,                 1.3167,                0.77934,                0.70607,                0.78852,                0.58797,                 0.9468,                0.90811,                 1.2736,              0.0074854,              0.0074854,              0.0074854
                    129,                0.96483,                 1.1676,                 1.3203,                0.78146,                0.70461,                  0.789,                0.58836,                0.94627,                0.90673,                 1.2729,              0.0074656,              0.0074656,              0.0074656
                    130,                0.96084,                 1.1719,                 1.3202,                0.78016,                0.70548,                0.78934,                  0.589,                0.94599,                 0.9055,                 1.2724,              0.0074458,              0.0074458,              0.0074458
                    131,                0.95948,                 1.1639,                 1.3163,                0.77931,                0.70809,                0.78981,                0.58929,                0.94543,                 0.9043,                 1.2716,               0.007426,               0.007426,               0.007426
                    132,                0.95838,                 1.1522,                 1.3143,                0.78055,                0.70695,                0.79018,                0.58987,                0.94516,                0.90292,                  1.271,              0.0074062,              0.0074062,              0.0074062
                    133,                0.96172,                 1.1476,                 1.3134,                0.78284,                0.70604,                0.79069,                0.58998,                0.94471,                0.90168,                 1.2702,              0.0073864,              0.0073864,              0.0073864
                    134,                0.95533,                 1.1527,                 1.3108,                0.78558,                0.70545,                0.79109,                0.59042,                 0.9442,                0.90049,                 1.2695,              0.0073666,              0.0073666,              0.0073666
                    135,                0.95537,                  1.148,                 1.3098,                0.78505,                0.70718,                0.79139,                0.59081,                0.94382,                 0.8989,                 1.2688,              0.0073468,              0.0073468,              0.0073468
                    136,                0.95664,                  1.155,                 1.3118,                0.78497,                0.70704,                0.79185,                0.59104,                0.94352,                0.89727,                 1.2683,               0.007327,               0.007327,               0.007327
                    137,                0.95549,                 1.1446,                 1.3127,                0.78614,                0.70615,                0.79228,                0.59177,                0.94307,                0.89578,                 1.2674,              0.0073072,              0.0073072,              0.0073072
                    138,                0.94862,                 1.1391,                 1.3092,                0.78711,                0.70664,                0.79269,                0.59256,                0.94275,                0.89438,                 1.2668,              0.0072874,              0.0072874,              0.0072874
